Source,Target,Correlation,p.value,adjusted.p.value,weight,Correlation.strength
Otu0691,Otu0797,0.417754,0.00331,0.102483158,0.417754,2
Otu0691,Otu0804,0.378415,0.00724,0.136976129,0.378415,1
Otu0691,Otu0809,-0.246674,0.04055,0.267900167,0.246674,1
Otu0691,Otu0817,-0.373153,0.00428,0.107966452,0.373153,1
Otu0691,Otu0967,0.419258,0.00113,0.05763,0.419258,2
Otu0691,Otu1149,-0.199935,0.02703,0.230590473,0.199935,0
Otu0691,Otu1840,0.472246,0.00048,0.038830345,0.472246,2
Otu0705,Otu0711,0.277869,0.00508,0.115705631,0.277869,1
Otu0705,Otu0772,0.21407,0.04978,0.283456019,0.21407,1
Otu0705,Otu0781,0.250183,0.03259,0.246859742,0.250183,1
Otu0705,Otu0797,-0.195471,0.03262,0.246859742,0.195471,0
Otu0705,Otu0798,-0.214691,0.02455,0.224977734,0.214691,1
Otu0705,Otu0915,-0.224218,0.01399,0.177408324,0.224218,1
Otu0705,Otu1149,0.294223,0.00125,0.059552308,0.294223,1
Otu0705,Otu1661,0.20888,0.04111,0.267900167,0.20888,1
Otu0705,Otu1840,-0.241311,0.00986,0.150204935,0.241311,1
Otu0705,Otu1887,-0.206078,0.02583,0.227219326,0.206078,1
Otu0705,Otu1891,-0.224849,0.02062,0.211542747,0.224849,1
Otu0705,Otu1900,-0.220679,0.01307,0.171089503,0.220679,1
Otu0705,Otu1937,-0.160151,0.03568,0.253652364,0.160151,0
Otu0705,Otu1947,0.197143,0.04811,0.27868163,0.197143,0
Otu0711,Otu0790,-0.193455,0.04151,0.268700328,0.193455,0
Otu0711,Otu0792,-0.248605,0.0132,0.171089503,0.248605,1
Otu0711,Otu0795,-0.280468,0.00658,0.13566,0.280468,1
Otu0711,Otu0797,-0.287198,0.00507,0.115705631,0.287198,1
Otu0711,Otu0798,-0.268011,0.00881,0.144937808,0.268011,1
Otu0711,Otu0801,-0.191899,0.04327,0.271175433,0.191899,0
Otu0711,Otu0804,-0.266286,0.00947,0.147129934,0.266286,1
Otu0711,Otu0805,-0.240206,0.01582,0.190326769,0.240206,1
Otu0711,Otu0809,-0.189331,0.04404,0.271175433,0.189331,0
Otu0711,Otu1858,0.273392,0.00763,0.139693636,0.273392,1
Otu0711,Otu1887,-0.297381,0.00332,0.102483158,0.297381,1
Otu0711,Otu1957,-0.207152,0.02368,0.22221312,0.207152,1
Otu0716,Otu0728,0.362518,0.0081,0.141810448,0.362518,1
Otu0716,Otu0809,0.458003,0.00109,0.056825333,0.458003,2
Otu0716,Otu0886,-0.258108,0.01219,0.164488114,0.258108,1
Otu0716,Otu0967,-0.341819,0.00122,0.059552308,0.341819,1
Otu0716,Otu1661,-0.246287,0.02091,0.211542747,0.246287,1
Otu0716,Otu1717,0.24304,0.0479,0.27815198,0.24304,1
Otu0716,Otu1840,-0.329006,0.00389,0.104895862,0.329006,1
Otu0716,Otu1907,-0.216296,0.0368,0.257367965,0.216296,1
Otu0716,Otu1915,0.260838,0.03365,0.248543208,0.260838,1
Otu0728,Otu0798,0.307135,0.0283,0.235075541,0.307135,1
Otu0728,Otu0918,-0.313948,0.01935,0.207283562,0.313948,1
Otu0728,Otu0945,0.337669,0.01227,0.164488114,0.337669,1
Otu0728,Otu1109,-0.252817,0.02727,0.231127581,0.252817,1
Otu0728,Otu1853,-0.337495,0.00714,0.136182439,0.337495,1
Otu0728,Otu1858,0.302763,0.01126,0.162061104,0.302763,1
Otu0728,Otu1900,0.261177,0.04265,0.270424054,0.261177,1
Otu0745,Otu0790,-0.265771,0.03057,0.237940331,0.265771,1
Otu0745,Otu0797,-0.330529,0.00924,0.146466486,0.330529,1
Otu0745,Otu0967,-0.240056,0.02557,0.227219326,0.240056,1
Otu0745,Otu1717,0.39181,0.00347,0.103660465,0.39181,1
Otu0745,Otu1887,0.310132,0.0189,0.206229767,0.310132,1
Otu0772,Otu0776,0.41295,0.00377,0.103660465,0.41295,2
Otu0772,Otu0781,0.884707,0,0,0.884707,3
Otu0772,Otu0805,0.313208,0.02527,0.22713954,0.313208,1
Otu0772,Otu0915,-0.438321,0.00096,0.054181429,0.438321,2
Otu0772,Otu0918,-0.262588,0.04338,0.271175433,0.262588,1
Otu0772,Otu1661,0.242224,0.04956,0.282889927,0.242224,1
Otu0772,Otu1717,0.255012,0.04624,0.27659043,0.255012,1
Otu0772,Otu1797,0.345399,0.00784,0.139693636,0.345399,1
Otu0772,Otu1858,0.235971,0.03948,0.266149655,0.235971,1
Otu0772,Otu1947,0.253247,0.04574,0.276406923,0.253247,1
Otu0776,Otu0781,0.466911,0.00096,0.054181429,0.466911,2
Otu0776,Otu0796,0.281706,0.03867,0.262196012,0.281706,1
Otu0781,Otu0915,-0.287872,0.02892,0.235075541,0.287872,1
Otu0781,Otu1109,-0.221941,0.04546,0.275579225,0.221941,1
Otu0781,Otu1661,0.277944,0.0306,0.237940331,0.277944,1
Otu0781,Otu1797,0.389649,0.00352,0.103660465,0.389649,1
Otu0790,Otu0792,0.413131,0.00435,0.108564894,0.413131,2
Otu0790,Otu0795,0.461725,0.00171,0.067994237,0.461725,2
Otu0790,Otu0797,0.506309,0.00057,0.04252125,0.506309,2
Otu0790,Otu0804,0.329431,0.01991,0.209456771,0.329431,1
Otu0790,Otu0805,0.322626,0.02227,0.21608405,0.322626,1
Otu0790,Otu1149,-0.211097,0.02307,0.218707742,0.211097,1
Otu0790,Otu1703,-0.252205,0.02101,0.211542747,0.252205,1
Otu0792,Otu0795,0.855996,0,0,0.855996,3
Otu0792,Otu0796,0.45014,0.00225,0.079977273,0.45014,2
Otu0792,Otu0797,0.709765,0,0,0.709765,3
Otu0792,Otu0798,0.299897,0.03012,0.237917576,0.299897,1
Otu0792,Otu0801,0.498926,0.00043,0.037362222,0.498926,2
Otu0792,Otu0804,0.750213,0,0,0.750213,3
Otu0792,Otu0805,0.667933,1.00E-05,0.002132727,0.667933,3
Otu0792,Otu1404,0.488717,0.00045,0.037703571,0.488717,2
Otu0792,Otu1899,-0.245049,0.02258,0.217243415,0.245049,1
Otu0792,Otu1932,0.362502,0.00851,0.14413554,0.362502,1
Otu0795,Otu0796,0.400483,0.00571,0.125850841,0.400483,2
Otu0795,Otu0797,0.710416,0,0,0.710416,3
Otu0795,Otu0798,0.289484,0.03719,0.257367965,0.289484,1
Otu0795,Otu0801,0.597687,1.00E-05,0.002132727,0.597687,2
Otu0795,Otu0804,0.765162,0,0,0.765162,3
Otu0795,Otu0805,0.657742,0,0,0.657742,3
Otu0795,Otu0809,0.280242,0.04111,0.267900167,0.280242,1
Otu0795,Otu0968,-0.262047,0.01491,0.187052727,0.262047,1
Otu0795,Otu1404,0.511146,0.00026,0.027725455,0.511146,2
Otu0795,Otu1411,0.304756,0.01956,0.207636923,0.304756,1
Otu0795,Otu1899,-0.321582,0.00423,0.107865,0.321582,1
