Source,Target,Correlation,p.value,adjusted.p.value,weight,Correlation strength
Otu0716,Otu1899,-0.406786,7.60E-05,0.001682038,0.406786,2
Otu0716,Otu1903,-0.336173,0.000628,0.006636432,0.336173,1
Otu0716,Otu1932,-0.260128,0.010408,0.049603862,0.260128,1
Otu0716,Otu1957,0.415736,0.000392,0.004865778,0.415736,2
Otu0728,Otu0797,0.356851,0.007648,0.040410378,0.356851,1
Otu0728,Otu0817,0.40249,0.00518,0.031729191,0.40249,2
Otu0728,Otu0886,-0.265908,0.002224,0.016885126,0.265908,1
Otu0728,Otu0918,-0.33483,0.001148,0.010434718,0.33483,1
Otu0728,Otu0945,0.398618,0.003292,0.02200294,0.398618,1
Otu0728,Otu1109,-0.388501,8.40E-05,0.001824667,0.388501,1
Otu0728,Otu1411,0.432342,0.000644,0.006685062,0.432342,2
Otu0728,Otu1717,0.450352,0.001676,0.013652417,0.450352,2
Otu0728,Otu1797,0.352833,0.005312,0.032035866,0.352833,1
Otu0728,Otu1899,-0.283044,0.00244,0.018057539,0.283044,1
Otu0728,Otu1903,-0.283234,0.003848,0.024868893,0.283234,1
Otu0728,Otu1917,-0.251502,0.00768,0.04043957,0.251502,1
Otu0728,Otu1935,-0.278164,0.004564,0.028476447,0.278164,1
Otu0745,Otu0790,-0.3619,0.000212,0.003167847,0.3619,1
Otu0745,Otu0805,-0.319889,0.001584,0.013038821,0.319889,1
Otu0772,Otu0776,0.717301,0,0,0.717301,3
Otu0772,Otu0781,0.308653,0.006088,0.034250475,0.308653,1
Otu0772,Otu1891,-0.335759,0.00128,0.011163123,0.335759,1
Otu0776,Otu0781,0.330534,0.003496,0.023103144,0.330534,1
Otu0776,Otu1891,-0.537772,4.00E-06,0.000144369,0.537772,2
Otu0776,Otu1900,-0.3465,0.000808,0.0082416,0.3465,1
Otu0776,Otu1947,-0.320416,0.002016,0.015817846,0.320416,1
Otu0781,Otu1853,0.292017,0.009172,0.045300025,0.292017,1
Otu0790,Otu0792,0.689007,0,0,0.689007,3
Otu0790,Otu0795,0.668764,0,0,0.668764,3
Otu0790,Otu0796,0.742794,0,0,0.742794,3
Otu0790,Otu0797,0.705588,0,0,0.705588,3
Otu0790,Otu0798,0.678703,0,0,0.678703,3
Otu0790,Otu0801,0.561827,0,0,0.561827,2
Otu0790,Otu0804,0.530169,2.40E-05,0.0006624,0.530169,2
Otu0790,Otu0805,0.683339,0,0,0.683339,3
Otu0790,Otu0809,0.477698,0.000116,0.00215981,0.477698,2
Otu0790,Otu0918,0.314371,0.009312,0.045702828,0.314371,1
Otu0790,Otu0945,0.328423,0.008184,0.042434696,0.328423,1
Otu0790,Otu0968,-0.296558,0.001816,0.014540396,0.296558,1
Otu0790,Otu1404,0.364118,0.003204,0.021626345,0.364118,1
Otu0790,Otu1703,-0.277856,0.003456,0.022903322,0.277856,1
Otu0790,Otu1797,0.331863,0.00578,0.033647345,0.331863,1
Otu0790,Otu1853,-0.271997,0.005524,0.032479459,0.271997,1
Otu0790,Otu1858,0.360827,0.00206,0.016002517,0.360827,1
Otu0790,Otu1932,-0.34957,0.000396,0.004889558,0.34957,1
Otu0790,Otu1985,0.356628,0.002736,0.019509593,0.356628,1
Otu0792,Otu0795,0.893937,0,0,0.893937,3
Otu0792,Otu0796,0.91988,0,0,0.91988,3
Otu0792,Otu0797,0.683698,0,0,0.683698,3
Otu0792,Otu0798,0.7117,0,0,0.7117,3
Otu0792,Otu0801,0.603715,0,0,0.603715,3
Otu0792,Otu0804,0.753469,0,0,0.753469,3
Otu0792,Otu0805,0.764294,0,0,0.764294,3
Otu0792,Otu0809,0.608921,0,0,0.608921,3
Otu0792,Otu0968,-0.274094,0.004524,0.028302144,0.274094,1
Otu0792,Otu1853,-0.278134,0.005956,0.033982835,0.278134,1
Otu0792,Otu1900,0.30642,0.0082,0.042434696,0.30642,1
Otu0795,Otu0796,0.903068,0,0,0.903068,3
Otu0795,Otu0797,0.592577,4.00E-06,0.000144369,0.592577,2
Otu0795,Otu0798,0.673566,0,0,0.673566,3
Otu0795,Otu0801,0.776568,0,0,0.776568,3
Otu0795,Otu0804,0.869605,0,0,0.869605,3
Otu0795,Otu0805,0.768637,0,0,0.768637,3
Otu0795,Otu0809,0.47159,0.000112,0.002136195,0.47159,2
Otu0795,Otu0918,0.468673,0.000132,0.002346,0.468673,2
Otu0795,Otu0968,-0.245653,0.010472,0.049630933,0.245653,1
Otu0795,Otu1404,0.372538,0.002496,0.018241794,0.372538,1
Otu0795,Otu1501,-0.291472,0.003256,0.021824503,0.291472,1
Otu0795,Otu1891,0.346395,0.005512,0.032479459,0.346395,1
Otu0795,Otu1900,0.444847,0.000212,0.003167847,0.444847,2
Otu0796,Otu0797,0.700058,0,0,0.700058,3
Otu0796,Otu0798,0.786247,0,0,0.786247,3
Otu0796,Otu0801,0.661914,0,0,0.661914,3
Otu0796,Otu0804,0.793367,0,0,0.793367,3
Otu0796,Otu0805,0.799638,0,0,0.799638,3
Otu0796,Otu0809,0.565216,0,0,0.565216,2
Otu0796,Otu0918,0.336128,0.005876,0.033787,0.336128,1
Otu0796,Otu0968,-0.30624,0.001192,0.010673405,0.30624,1
Otu0796,Otu1404,0.366358,0.002924,0.020599712,0.366358,1
Otu0796,Otu1797,0.303283,0.009704,0.047036331,0.303283,1
Otu0796,Otu1853,-0.267811,0.00738,0.039618947,0.267811,1
Otu0796,Otu1858,0.289035,0.010448,0.049617425,0.289035,1
Otu0796,Otu1891,0.346017,0.005664,0.03305409,0.346017,1
Otu0796,Otu1900,0.315538,0.007276,0.039417124,0.315538,1
Otu0796,Otu1937,0.29125,0.01052,0.049757903,0.29125,1
Otu0797,Otu0798,0.841137,0,0,0.841137,3
Otu0797,Otu0801,0.411607,0.000848,0.008465566,0.411607,2
Otu0797,Otu0804,0.466035,0.000208,0.003167847,0.466035,2
Otu0797,Otu0805,0.58324,0,0,0.58324,2
Otu0797,Otu0809,0.609238,0,0,0.609238,3
Otu0797,Otu0886,-0.297804,0.000688,0.007079158,0.297804,1
Otu0797,Otu0915,0.385337,0.002704,0.019340195,0.385337,1
Otu0797,Otu0945,0.54329,3.20E-05,0.000834133,0.54329,2
Otu0797,Otu0968,-0.352975,0.000232,0.003339092,0.352975,1
Otu0797,Otu1109,-0.345473,0.000132,0.002346,0.345473,1
Otu0797,Otu1411,0.518015,1.20E-05,0.0003519,0.518015,2
Otu0797,Otu1703,-0.249988,0.00814,0.042342439,0.249988,1
Otu0797,Otu1797,0.524614,2.80E-05,0.000755034,0.524614,2
Otu0797,Otu1840,0.344564,0.003088,0.021327273,0.344564,1
Otu0797,Otu1853,-0.4005,0.00014,0.002397372,0.4005,2
Otu0797,Otu1858,0.406241,0.000552,0.006051364,0.406241,2
Otu0797,Otu1899,-0.293435,0.002108,0.016214321,0.293435,1
Otu0797,Otu1900,0.3119,0.008956,0.044703779,0.3119,1
Otu0797,Otu1917,-0.286469,0.002588,0.018681378,0.286469,1
Otu0797,Otu1947,0.392068,0.001592,0.013058853,0.392068,1
Otu0797,Otu1985,0.405297,0.00082,0.008291897,0.405297,2
Otu0798,Otu0801,0.482619,0.000112,0.002136195,0.482619,2
Otu0798,Otu0804,0.617369,0,0,0.617369,3
Otu0798,Otu0805,0.640947,0,0,0.640947,3
Otu0798,Otu0809,0.553366,1.60E-05,0.000446857,0.553366,2
Otu0798,Otu0886,-0.235271,0.008296,0.042680737,0.235271,1
Otu0798,Otu0945,0.394751,0.002332,0.017478824,0.394751,1
Otu0798,Otu0967,0.364218,0.001576,0.013018648,0.364218,1
Otu0798,Otu0968,-0.426483,6.00E-05,0.001421818,0.426483,2
Otu0798,Otu1109,-0.258968,0.006608,0.036648624,0.258968,1
Otu0798,Otu1404,0.360843,0.004036,0.0257295,0.360843,1
Otu0798,Otu1411,0.39005,0.001372,0.011790154,0.39005,1
Otu0798,Otu1797,0.55813,8.00E-06,0.000260667,0.55813,2
Otu0798,Otu1853,-0.392232,0.000136,0.002346,0.392232,1
Otu0798,Otu1858,0.462747,0.000108,0.002129143,0.462747,2
Otu0798,Otu1887,-0.318972,0.001028,0.00957019,0.318972,1
Otu0798,Otu1891,0.396966,0.002352,0.017572586,0.396966,1
Otu0798,Otu1903,-0.277859,0.005052,0.031107591,0.277859,1
Otu0798,Otu1917,-0.269095,0.005616,0.032855701,0.269095,1
Otu0798,Otu1947,0.338506,0.006012,0.034121581,0.338506,1
Otu0798,Otu1985,0.483955,5.20E-05,0.00127075,0.483955,2
Otu0800,Otu0915,-0.272777,0.004148,0.026300562,0.272777,1
Otu0800,Otu1797,-0.348491,0.000136,0.002346,0.348491,1
Otu0800,Otu1858,-0.274773,0.002464,0.018120828,0.274773,1
Otu0801,Otu0804,0.725045,0,0,0.725045,3
Otu0801,Otu0805,0.647232,0,0,0.647232,3
Otu0801,Otu0918,0.411785,0.00064,0.006685062,0.411785,2
Otu0801,Otu1404,0.413212,0.000604,0.00652988,0.413212,2
Otu0801,Otu1501,-0.502835,0,0,0.502835,2
Otu0801,Otu1717,-0.277781,0.007688,0.04043957,0.277781,1
Otu0801,Otu1853,-0.419817,8.80E-05,0.0018768,0.419817,2
Otu0801,Otu1891,0.325896,0.006536,0.036335204,0.325896,1
Otu0801,Otu1900,0.459716,7.60E-05,0.001682038,0.459716,2
Otu0801,Otu1985,0.377631,0.001272,0.011163123,0.377631,1
Otu0804,Otu0805,0.722167,0,0,0.722167,3
Otu0804,Otu0809,0.318965,0.007792,0.040712766,0.318965,1
Otu0804,Otu0918,0.41388,0.000896,0.008722058,0.41388,2
Otu0804,Otu1404,0.436702,0.000424,0.005153907,0.436702,2
Otu0804,Otu1501,-0.267848,0.00666,0.03682944,0.267848,1
Otu0804,Otu1891,0.317952,0.009372,0.04580565,0.317952,1
Otu0804,Otu1900,0.361211,0.002452,0.018089283,0.361211,1
Otu0805,Otu0809,0.427316,0.000528,0.005898514,0.427316,2
Otu0805,Otu0918,0.360636,0.003084,0.021327273,0.360636,1
Otu0805,Otu0968,-0.346528,0.000248,0.003526109,0.346528,1
Otu0805,Otu1853,-0.329509,0.001064,0.009827339,0.329509,1
Otu0805,Otu1887,-0.312625,0.001968,0.015545212,0.312625,1
Otu0809,Otu0915,0.429796,0.000664,0.006862308,0.429796,2
Otu0809,Otu0945,0.376489,0.00254,0.018448421,0.376489,1
Otu0809,Otu0968,-0.408779,7.20E-05,0.001639922,0.408779,2
Otu0809,Otu1411,0.38976,0.001064,0.009827339,0.38976,1
Otu0809,Otu1717,0.38607,0.001812,0.014540396,0.38607,1
Otu0809,Otu1853,-0.359977,0.000272,0.003798286,0.359977,1
Otu0809,Otu1887,-0.339889,0.00046,0.005450303,0.339889,1
Otu0809,Otu1917,-0.262354,0.006672,0.03682944,0.262354,1
Otu0809,Otu1957,0.361723,0.002528,0.018418286,0.361723,1
Otu0817,Otu0918,-0.334993,0.001132,0.0104144,0.334993,1
Otu0817,Otu1935,-0.261591,0.00888,0.044418934,0.261591,1
Otu0886,Otu0945,-0.234322,0.007216,0.039186889,0.234322,1
Otu0886,Otu1109,0.380924,0.000148,0.002480057,0.380924,1
Otu0886,Otu1149,0.241497,0.007152,0.038929448,0.241497,1
Otu0886,Otu1661,-0.315959,0.000332,0.004450697,0.315959,1
Otu0886,Otu1797,-0.269712,0.001732,0.014043641,0.269712,1
Otu0886,Otu1840,-0.291488,0.000832,0.008377133,0.291488,1
Otu0886,Otu1858,-0.230353,0.00742,0.03974274,0.230353,1
Otu0915,Otu1411,0.473176,7.60E-05,0.001682038,0.473176,2
Otu0915,Otu1717,0.380441,0.002968,0.02084709,0.380441,1
Otu0915,Otu1903,-0.381837,0.000184,0.002916649,0.381837,1
Otu0915,Otu1917,-0.384159,0.000116,0.00215981,0.384159,1
Otu0915,Otu1932,-0.264219,0.009356,0.04580565,0.264219,1
Otu0918,Otu1717,-0.390163,0.000352,0.004537319,0.390163,1
Otu0918,Otu1895,-0.267783,0.007756,0.040705987,0.267783,1
Otu0918,Otu1900,0.309175,0.00844,0.0431256,0.309175,1
Otu0945,Otu1109,-0.302426,0.000892,0.0087193,0.302426,1
